Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Kouassi A.J.F., Sonan N.K., Soumahoro S., Kouadio K.J., Djaha K.",57201728761;8299164700;56113169600;57203636951;6602884190;,Dental maturity and determination of the chronological age at the Ivorians girls [Maturation dentaire et détermination de l’âge chronologique chez les Ivoiriennes],2018,Revue de Medecine Legale,9,2,,57,60,,,10.1016/j.medleg.2017.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045889072&doi=10.1016%2fj.medleg.2017.07.002&partnerID=40&md5=b4703f450eb5537df5867e60f17bfae4,Chronological age; Dental age; Dental maturity; Ivorian girls,adolescent; age; Article; child; correlational study; dental age estimation; female; human; Ivorian (citizen); panoramic radiography; tooth radiography,Article,Final,,Scopus,2-s2.0-85045889072,,,,,
"Kumagai A., Willems G., Franco A., Thevissen P.",57203319947;7102007238;57205450144;13407275300;,Age estimation combining radiographic information of two dental and four skeletal predictors in children and subadults,2018,International Journal of Legal Medicine,132,6,,1769,1777,,3,10.1007/s00414-018-1910-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051256949&doi=10.1007%2fs00414-018-1910-9&partnerID=40&md5=9ec9bb04598bdcb98cd9d607bf5bc88d,Age estimation; Forensic Odontology; Skeletal and Dental Development,"adolescent; bone age determination; cervical vertebra; child; dental age estimation; diagnostic imaging; female; growth, development and aging; hand bone; human; male; mandible; panoramic radiography; preschool child; procedures; skull; third molar; young adult; Adolescent; Age Determination by Skeleton; Age Determination by Teeth; Cervical Vertebrae; Child; Child, Preschool; Female; Hand Bones; Humans; Male; Mandible; Molar, Third; Radiography, Panoramic; Skull; Young Adult",Article,Final,,Scopus,2-s2.0-85051256949,,,,,
"Liu Y., Geng K., Chu Y., Xu M., Zha L.",55850166100;55849382400;57201477579;57201482473;54786023300;,Third molar mineralization in relation to chronologic age estimation of the Han in central southern China,2018,International Journal of Legal Medicine,132,5,,1427,1435,,3,10.1007/s00414-018-1804-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045072692&doi=10.1007%2fs00414-018-1804-x&partnerID=40&md5=2c340162b714a19a0671600df881e28b,Central Southern Chinese population; Demirjian’s classification; Forensic age estimation; Han ethnicity; Hunan Province; Third molar mineralization,"adolescent; adult; child; China; dental age estimation; dentistry; female; human; male; panoramic radiography; reproducibility; third molar; tooth development; young adult; Adolescent; Adult; Age Determination by Teeth; Child; China; Female; Forensic Dentistry; Humans; Male; Molar, Third; Radiography, Panoramic; Reproducibility of Results; Tooth Calcification; Young Adult",Article,Final,,Scopus,2-s2.0-85045072692,,,,,
"Lopes L.J., Nascimento H.A.R., Lima G.P., Santos L.A.N.D., Queluz D.D.P., Freitas D.Q.",57188633875;56215420500;57200538648;35756666800;6504484406;53463361500;,Dental age assessment: Which is the most applicable method?,2018,Forensic Science International,284,,,97,100,,5,10.1016/j.forsciint.2017.12.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041558803&doi=10.1016%2fj.forsciint.2017.12.044&partnerID=40&md5=7590083b0ddc6a045b7763996dc02493,Chronological age; Demirjian method; Dental age; Nolla method; Panoramic radiograph,"adolescent; age distribution; analytic method; Article; Brazilian; child; controlled study; Demirjian method; dental age estimation; ethnicity; female; human; human experiment; intermethod comparison; male; mineralization; Nolla method; normal human; panoramic radiography; priority journal; reproducibility; school child; sex difference; socioeconomics; Brazil; comparative study; cross-sectional study; dental age estimation; diagnostic imaging; growth, development and aging; procedures; sex factor; tooth; tooth development; Adolescent; Age Determination by Teeth; Brazil; Child; Cross-Sectional Studies; Female; Humans; Male; Radiography, Panoramic; Sex Factors; Tooth; Tooth Calcification",Article,Final,,Scopus,2-s2.0-85041558803,,,,,
"Machado M.A., Daruge Júnior E., Fernandes M.M., Lima I.F.P., Cericato G.O., Franco A., Paranhos L.R.",57196237474;57039962300;53982648400;57194459009;56470791300;57205450144;36499980700;,Effectiveness of three age estimation methods based on dental and skeletal development in a sample of young Brazilians,2018,Archives of Oral Biology,85,,,166,171,,,10.1016/j.archoralbio.2017.10.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032335277&doi=10.1016%2fj.archoralbio.2017.10.014&partnerID=40&md5=3b27d2486a1c5501ea1058383dcddce9,Dental age estimation; Forensic science; Growth and development; Human identification; Radiology; Skeletal age estimation,"adolescent; bone age determination; Brazil; child; dental age estimation; female; human; male; panoramic radiography; preschool child; procedures; Adolescent; Age Determination by Skeleton; Age Determination by Teeth; Brazil; Child; Child, Preschool; Female; Humans; Male; Radiography, Panoramic",Article,Final,,Scopus,2-s2.0-85032335277,,,,,
"Maggio A., Flavel A., Hart R., Franklin D.",57188751546;54419901900;57197663340;24576392900;,Assessment of the accuracy of the Greulich and Pyle hand-wrist atlas for age estimation in a contemporary Australian population,2018,Australian Journal of Forensic Sciences,50,4,,385,395,,3,10.1080/00450618.2016.1251970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999791349&doi=10.1080%2f00450618.2016.1251970&partnerID=40&md5=177ba824e254cd9af9a1cd1cbc260097,Age estimation; forensic anthropology; Greulich and Pyle; hand-wrist; population standards,accuracy; adolescent; adult; age determination; Article; Australian; child; controlled study; female; forensic anthropology; hand; hand radiography; human; infant; major clinical study; male; newborn; wrist; wrist radiography,Article,Final,,Scopus,2-s2.0-84999791349,,,,,
"Mânica S., Wong F.S.L., Davis G., Liversidge H.M.",57189010056;7201409795;7404344190;6602158831;,Estimating age using permanent molars and third cervical vertebrae shape with a novel semi-automated method,2018,Journal of Forensic and Legal Medicine,58,,,140,144,,,10.1016/j.jflm.2018.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049340350&doi=10.1016%2fj.jflm.2018.05.010&partnerID=40&md5=9d367d64bbde428e5c27493f4c238b11,Forensic science; Legal age; Maturation; Molar; Third cervical vertebrae,"adolescent; adult; age determination; analytic method; Article; automation; cross-sectional study; dental age estimation; female; forensic science; human; male; mandibular second molar; mandibular third molar; panoramic radiography; skull radiography; third cervical vertebra; tooth development; bone age determination; cervical vertebra; dental age estimation; diagnostic imaging; growth, development and aging; image processing; mandible; molar tooth; procedures; secondary dentition; tooth crown; tooth root; young adult; Adolescent; Age Determination by Skeleton; Age Determination by Teeth; Cervical Vertebrae; Cross-Sectional Studies; Dentition, Permanent; Female; Forensic Sciences; Humans; Image Processing, Computer-Assisted; Male; Mandible; Molar; Radiography, Panoramic; Tooth Crown; Tooth Root; Young Adult",Article,Final,,Scopus,2-s2.0-85049340350,,,,,
"Marera D.O., Satyapal K.S.",57203847111;55929960900;,Fusion of the medial clavicular epiphysis in the South African and Kenyan populations [Fusión de la epífisis clavicular medial en las poblaciones de sudáfrica y Kenia],2018,International Journal of Morphology,36,3,,1101,1107,,,10.4067/S0717-95022018000301101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053152054&doi=10.4067%2fS0717-95022018000301101&partnerID=40&md5=5334ddd4d2ff6725616047c7a82cd2b0,Age estimation; Clavicle; Laterality; Ossification; Sex,,Article,Final,Open Access,Scopus,2-s2.0-85053152054,,,,,
"Marinkovic N., Milovanovic P., Djuric M., Nedeljkovic N., Zelic K.",57202070226;25927301300;12243542300;12789358300;36633421800;,Dental maturity assessment in Serbian population: A comparison of Cameriere's European formula and Willems’ method,2018,Forensic Science International,288,,,3.31E+03,3.31E+07,,2,10.1016/j.forsciint.2018.04.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047054490&doi=10.1016%2fj.forsciint.2018.04.019&partnerID=40&md5=a9ac91d2bd52ab9606e5c72fed5d324e,Age estimation; Dental maturity; European formula; Forensic anthropology population data; Serbs; Willems’ method,"adolescent; age determination; Article; Cameriere European formula; child; comparative study; controlled study; correlation coefficient; cross-sectional study; dental age estimation; dental maturity; female; human; male; maturity; measurement accuracy; priority journal; retrospective study; Serbian (citizen); Willems method; diagnostic imaging; growth, development and aging; panoramic radiography; procedures; Serbia; tooth; tooth apex; Adolescent; Age Determination by Teeth; Child; Cross-Sectional Studies; Female; Humans; Male; Radiography, Panoramic; Retrospective Studies; Serbia; Tooth; Tooth Apex",Article,Final,,Scopus,2-s2.0-85047054490,,,,,
Mateen M.A.,57210813408;,Study of elbow joint for estimation of age in maharashtra population,2018,Indian Journal of Forensic Medicine and Toxicology,12,3,,152,155,,,10.5958/0973-9130.2018.00150.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052116867&doi=10.5958%2f0973-9130.2018.00150.0&partnerID=40&md5=7695e99be6deca1fda4d0f6ccdcc5021,Age; Lateral epicondyle; Maharashtra; Medical epicondyle,adolescent; adult; age determination; Article; bone growth; child; elbow; elbow radiography; female; human; humeral condyle; Maharashtra; male; medicolegal aspect; olecranon; ossification; radius,Article,Final,,Scopus,2-s2.0-85052116867,,,,,
"Mazzilli L.E.N., Melani R.F.H., Lascala C.A., Palacio L.A.V., Cameriere R.",57194753166;8113878600;8262777900;57117511100;6507826165;,Age estimation: Cameriere's open apices methodology accuracy on a southeast Brazilian sample,2018,Journal of Forensic and Legal Medicine,58,,,164,168,,3,10.1016/j.jflm.2018.06.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049472053&doi=10.1016%2fj.jflm.2018.06.006&partnerID=40&md5=2d76842b5f7b46b7b4daa839324ce6b2,Forensic anthropology; Forensic sciences; Linear regression; X-ray,"accuracy; adolescent; adult; age determination; Article; Brazilian; Cameriere method; child; dental age estimation; female; human; human tissue; linear regression analysis; male; methodology; normal distribution; panoramic radiography; sex; subadult; Brazil; dental age estimation; diagnostic imaging; growth, development and aging; panoramic radiography; preschool child; procedures; secondary dentition; statistical model; tooth apex; tooth radiography; Adolescent; Age Determination by Teeth; Brazil; Child; Child, Preschool; Dentition, Permanent; Female; Humans; Linear Models; Male; Radiography, Dental, Digital; Radiography, Panoramic; Tooth Apex",Article,Final,,Scopus,2-s2.0-85049472053,,,,,
"McCloe D., Marion I., da Fonseca M.A., Colvard M., AlQahtani S.",57201974815;57195457159;7005461176;6603089619;56450570300;,Age estimation of Hispanic children using the London Atlas,2018,Forensic Science International,288,,,3.32E+03,3.32E+08,,1,10.1016/j.forsciint.2018.04.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046690928&doi=10.1016%2fj.forsciint.2018.04.013&partnerID=40&md5=41d48f9b64af68b03bb8b4a55b00cc4b,Children; Dental age estimation; Dental responders; Forensic Anthropology Population Data; Forensic dentistry; Hispanic,"accuracy; age distribution; Article; child; cohort analysis; controlled study; cross-sectional study; data base; dental age estimation; dental education; dental radiology; England; female; Hispanic; human; male; medical record review; panoramic radiography; prediction; priority journal; retrospective study; sex difference; adolescent; dental age estimation; diagnostic imaging; growth, development and aging; panoramic radiography; procedures; tooth; Adolescent; Age Determination by Teeth; Child; Cross-Sectional Studies; Female; Hispanic Americans; Humans; Male; Radiography, Panoramic; Retrospective Studies; Tooth",Article,Final,,Scopus,2-s2.0-85046690928,,,,,
"Metsäniitty M., Waltimo-Sirén J., Ranta H., Fieuws S., Thevissen P.",16689683400;56539841500;7005387858;6603226166;13407275300;,Dental age estimation in Somali children using the Willems et al. model,2018,International Journal of Legal Medicine,132,6,,1779,1786,,2,10.1007/s00414-018-1926-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053274879&doi=10.1007%2fs00414-018-1926-1&partnerID=40&md5=a6de529f872f03ec9ebf1407f942363c,Asylum seeker; Dental development; Forensic age estimation; Somali; Willems model,"adolescent; child; dental age estimation; ethnology; female; Finland; human; male; panoramic radiography; preschool child; procedures; secondary dentition; sexual characteristics; Somalia; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Dentition, Permanent; Female; Finland; Humans; Male; Radiography, Panoramic; Sex Characteristics; Somalia",Article,Final,,Scopus,2-s2.0-85053274879,,,,,
"Nedunchezhian K., Aswath N.",57192188202;55753705300;,Applicability of Willems method for dental age estimation in Dravidian children 6-16 years of age,2018,Journal of Indian Academy of Forensic Medicine,40,1,,23,29,,,10.5958/0974-0848.2018.00004.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045061024&doi=10.5958%2f0974-0848.2018.00004.0&partnerID=40&md5=61d5f2c378667f065e0ea697474a9ca1,Dental age estimation; Orthopantogram; Willem's method,,Article,Final,,Scopus,2-s2.0-85045061024,,,,,
